ID,Text,Label,Vulnerability Type,Timestamp
284,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Malware,2024-09-22 13:35:00
285,Email received with suspicious attachment from unknown source,1,Data Exfiltration,2024-09-22 13:40:00
286,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-09-22 13:45:00
287,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,ARP Spoofing,2024-09-22 13:50:00
288,Suspicious login detected at an unusual hour from 192.168.1.101,1,Exploit,2024-09-22 13:55:00
289,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Worm,2024-09-22 14:00:00
290,SSL certificate expired for web service hosted on 203.0.113.20,1,Sensitive Data Leak,2024-09-22 14:05:00
291,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Data Exfiltration,2024-09-22 14:10:00
292,Email received with suspicious attachment from unknown source,1,Insider Threat,2024-09-22 14:15:00
293,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Phishing,2024-09-22 14:20:00
294,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Exploit,2024-09-22 14:25:00
295,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,ARP Spoofing,2024-09-22 14:30:00
296,Detected unauthorized software installation on company workstation,1,Data Exfiltration,2024-09-22 14:35:00
297,Email received with suspicious attachment from unknown source,1,Sensitive Data Leak,2024-09-22 14:40:00
298,Suspicious login detected at an unusual hour from 192.168.1.101,1,Insider Threat,2024-09-22 14:45:00
299,Malicious script execution attempt detected on /admin panel,1,Sensitive Data Leak,2024-09-22 14:50:00
300,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Brute Force,2024-09-22 14:55:00
301,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Packet Flooding,2024-09-22 15:00:00
302,Worm detected spreading through internal subnet 172.16.0.0/24,1,Phishing,2024-09-22 15:05:00
303,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Phishing,2024-09-22 15:10:00
304,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SQL Injection,2024-09-22 15:15:00
305,"Spear phishing email received by employee, flagged for investigation",1,Phishing,2024-09-22 15:20:00
306,"Critical vulnerability found in system configuration, patch required",1,Privilege Escalation,2024-09-22 15:25:00
307,Exploit attempt detected using outdated library version on web service,0,None,2024-09-22 15:30:00
308,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,ARP Spoofing,2024-09-22 15:35:00
309,SSL certificate expired for web service hosted on 203.0.113.20,1,Ransomware,2024-09-22 15:40:00
310,Unusual traffic pattern detected on internal database server,1,ARP Spoofing,2024-09-22 15:45:00
311,Email received with suspicious attachment from unknown source,1,Worm,2024-09-22 15:50:00
312,"Spear phishing email received by employee, flagged for investigation",1,Unauthorized Access,2024-09-22 15:55:00
313,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Phishing,2024-09-22 16:00:00
314,Unusually high bandwidth usage detected between internal servers,1,Reconnaissance,2024-09-22 16:05:00
315,Malicious script execution attempt detected on /admin panel,1,Packet Flooding,2024-09-22 16:10:00
316,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-09-22 16:15:00
317,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Reconnaissance,2024-09-22 16:20:00
318,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Reconnaissance,2024-09-22 16:25:00
319,Detected SQL injection attempt on website query /login.php,1,ARP Spoofing,2024-09-22 16:30:00
320,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Exploit,2024-09-22 16:35:00
321,Worm detected spreading through internal subnet 172.16.0.0/24,1,DDoS,2024-09-22 16:40:00
322,Suspicious login detected at an unusual hour from 192.168.1.101,1,Data Exfiltration,2024-09-22 16:45:00
323,Email received with suspicious attachment from unknown source,1,Insider Threat,2024-09-22 16:50:00
324,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Malware,2024-09-22 16:55:00
325,Unusually high bandwidth usage detected between internal servers,1,Malware,2024-09-22 17:00:00
326,Data leakage prevention alert triggered by outbound sensitive data,1,Packet Flooding,2024-09-22 17:05:00
327,Worm detected spreading through internal subnet 172.16.0.0/24,1,Sensitive Data Leak,2024-09-22 17:10:00
328,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,SSL Vulnerability,2024-09-22 17:15:00
329,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Malware,2024-09-22 17:20:00
330,Unusually high bandwidth usage detected between internal servers,1,Privilege Escalation,2024-09-22 17:25:00
331,"Critical vulnerability found in system configuration, patch required",0,None,2024-09-22 17:30:00
332,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,SSL Vulnerability,2024-09-22 17:35:00
333,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Brute Force,2024-09-22 17:40:00
334,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Insider Threat,2024-09-22 17:45:00
335,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Reconnaissance,2024-09-22 17:50:00
336,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,SSL Vulnerability,2024-09-22 17:55:00
337,Unusually high bandwidth usage detected between internal servers,1,Sensitive Data Leak,2024-09-22 18:00:00
338,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Unauthorized Access,2024-09-22 18:05:00
339,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,DDoS,2024-09-22 18:10:00
340,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Data Exfiltration,2024-09-22 18:15:00
341,"Critical vulnerability found in system configuration, patch required",1,SQL Injection,2024-09-22 18:20:00
342,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,SQL Injection,2024-09-22 18:25:00
343,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Port Scanning,2024-09-22 18:30:00
344,SSL certificate expired for web service hosted on 203.0.113.20,0,None,2024-09-22 18:35:00
345,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Worm,2024-09-22 18:40:00
346,Data leakage prevention alert triggered by outbound sensitive data,1,Exploit,2024-09-22 18:45:00
347,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Worm,2024-09-22 18:50:00
348,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-09-22 18:55:00
349,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Privilege Escalation,2024-09-22 19:00:00
350,Suspicious login detected at an unusual hour from 192.168.1.101,1,ARP Spoofing,2024-09-22 19:05:00
351,Unusually high bandwidth usage detected between internal servers,1,Data Exfiltration,2024-09-22 19:10:00
352,Exploit attempt detected using outdated library version on web service,1,Malware,2024-09-22 19:15:00
353,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,ARP Spoofing,2024-09-22 19:20:00
354,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SSL Vulnerability,2024-09-22 19:25:00
355,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Privilege Escalation,2024-09-22 19:30:00
356,"Spear phishing email received by employee, flagged for investigation",1,Packet Flooding,2024-09-22 19:35:00
357,Exploit attempt detected using outdated library version on web service,1,Data Exfiltration,2024-09-22 19:40:00
358,"Spear phishing email received by employee, flagged for investigation",1,SQL Injection,2024-09-22 19:45:00
359,Exploit attempt detected using outdated library version on web service,1,Reconnaissance,2024-09-22 19:50:00
360,Detected unauthorized software installation on company workstation,1,SSL Vulnerability,2024-09-22 19:55:00
361,Worm detected spreading through internal subnet 172.16.0.0/24,1,ARP Spoofing,2024-09-22 20:00:00
362,Unusual traffic pattern detected on internal database server,1,Privilege Escalation,2024-09-22 20:05:00
363,Malicious script execution attempt detected on /admin panel,1,Ransomware,2024-09-22 20:10:00
364,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,SSL Vulnerability,2024-09-22 20:15:00
365,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Data Exfiltration,2024-09-22 20:20:00
366,Internal user attempted to access restricted file server from port 22,1,SQL Injection,2024-09-22 20:25:00
367,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Worm,2024-09-22 20:30:00
368,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Data Exfiltration,2024-09-22 20:35:00
369,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Reconnaissance,2024-09-22 20:40:00
370,Detected unauthorized software installation on company workstation,1,Sensitive Data Leak,2024-09-22 20:45:00
371,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SQL Injection,2024-09-22 20:50:00
372,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Unauthorized Access,2024-09-22 20:55:00
373,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Packet Flooding,2024-09-22 21:00:00
374,Worm detected spreading through internal subnet 172.16.0.0/24,1,Phishing,2024-09-22 21:05:00
375,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Exploit,2024-09-22 21:10:00
376,Exploit attempt detected using outdated library version on web service,1,Insider Threat,2024-09-22 21:15:00
377,Internal user attempted to access restricted file server from port 22,1,SQL Injection,2024-09-22 21:20:00
378,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Unauthorized Access,2024-09-22 21:25:00
379,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Data Exfiltration,2024-09-22 21:30:00
380,"Incoming request on port 8080, multiple failed login attempts detected",1,Insider Threat,2024-09-22 21:35:00
381,Detected SQL injection attempt on website query /login.php,1,Phishing,2024-09-22 21:40:00
382,Unusual traffic pattern detected on internal database server,1,Reconnaissance,2024-09-22 21:45:00
383,SSL certificate expired for web service hosted on 203.0.113.20,1,Privilege Escalation,2024-09-22 21:50:00
384,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Worm,2024-09-22 21:55:00
385,Suspicious login detected at an unusual hour from 192.168.1.101,1,SSL Vulnerability,2024-09-22 22:00:00
386,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Phishing,2024-09-22 22:05:00
387,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Insider Threat,2024-09-22 22:10:00
388,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Data Exfiltration,2024-09-22 22:15:00
389,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SQL Injection,2024-09-22 22:20:00
390,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Malware,2024-09-22 22:25:00
391,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,0,None,2024-09-22 22:30:00
392,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",0,None,2024-09-22 22:35:00
393,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Phishing,2024-09-22 22:40:00
394,SSL certificate expired for web service hosted on 203.0.113.20,1,Malware,2024-09-22 22:45:00
395,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,ARP Spoofing,2024-09-22 22:50:00
396,Unusual traffic pattern detected on internal database server,1,SSL Vulnerability,2024-09-22 22:55:00
397,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Insider Threat,2024-09-22 23:00:00
398,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-09-22 23:05:00
399,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Exploit,2024-09-22 23:10:00
400,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Sensitive Data Leak,2024-09-22 23:15:00
401,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Ransomware,2024-09-22 23:20:00
402,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Unauthorized Access,2024-09-22 23:25:00
403,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),0,None,2024-09-22 23:30:00
404,Worm detected spreading through internal subnet 172.16.0.0/24,1,Brute Force,2024-09-22 23:35:00
405,Suspicious login detected at an unusual hour from 192.168.1.101,1,Insider Threat,2024-09-22 23:40:00
406,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Privilege Escalation,2024-09-22 23:45:00
407,Suspicious login detected at an unusual hour from 192.168.1.101,1,Data Exfiltration,2024-09-22 23:50:00
408,Detected SQL injection attempt on website query /login.php,1,Brute Force,2024-09-22 23:55:00
409,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Port Scanning,2024-09-23 00:00:00
410,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Insider Threat,2024-09-23 00:05:00
411,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Port Scanning,2024-09-23 00:10:00
412,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Packet Flooding,2024-09-23 00:15:00
413,Unusually high bandwidth usage detected between internal servers,1,Port Scanning,2024-09-23 00:20:00
414,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Phishing,2024-09-23 00:25:00
415,"Incoming request on port 8080, multiple failed login attempts detected",1,Data Exfiltration,2024-09-23 00:30:00
416,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Sensitive Data Leak,2024-09-23 00:35:00
417,Detected SQL injection attempt on website query /login.php,1,Port Scanning,2024-09-23 00:40:00
418,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Exploit,2024-09-23 00:45:00
